menu,price,genre,name,adress,tel,lat,lng,url
ザ・プレミアム・モルツ,850,和食,土佐料理　しゃぶしゃぶ　司　梅田阪急グランドビル店,大阪府大阪市北区角田町8-47　阪急グランドビル32番街28F,050-5280-0681,34.7029862,135.4990478,https://www.hotpepper.jp/strJ000447252/
ザ・プレミアム・モルツ,800,和食,土佐料理　しゃぶしゃぶ　司　梅田阪急グランドビル店,大阪府大阪市北区角田町8-47　阪急グランドビル32番街28F,050-5280-0681,34.7029862,135.4990478,https://www.hotpepper.jp/strJ000447252/
ザ・プレミアム・モルツ,350,居酒屋,焼鳥屋　鳥貴族　中崎町店,大阪府大阪市北区堂山町１５‐１５‐４Ｆ,050-5572-8119,34.7046879,135.5027853,https://www.hotpepper.jp/strJ000960129/
ザ・プレミアム・モルツ,630,ダイニングバー・バル,Whisky Dining WWW.W　(フォーダブリュー),大阪府大阪市北区大深町3-1グランフロント大阪　ナレッジキャピタル2F,050-3199-1465,34.7059399,135.4944627,https://www.hotpepper.jp/strJ001126949/
ザ・プレミアム・モルツ,350,居酒屋,焼鳥屋　鳥貴族　梅田ＤＤハウス店,大阪府大阪市北区芝田１－８－１　北野阪急ビル(D.D.HOUSE) ２Ｆ,050-5449-8297,34.7070549,135.4973708,https://www.hotpepper.jp/strJ001177546/
ザ・プレミアム・モルツ,350,居酒屋,焼鳥屋　鳥貴族　阪急東通り3号店,大阪府大阪市北区小松原町１-１０　梅田パルビル4F,050-5449-9365,34.7021853,135.5007048,https://www.hotpepper.jp/strJ001136316/
ザ・プレミアム・モルツ,500,ダイニングバー・バル・カラオケ・パーティ,貸切パーティースペース　PumpkinRocks（パンプキンロックス）,大阪府大阪市北区太融寺町8－17 プラザ梅田ビルB1F,050-5828-1869,34.7016977,135.5022882,https://www.hotpepper.jp/strJ001124914/
ザ・プレミアム・モルツ,418,中華,ひよこ飯店,大阪府大阪市北区堂山町８－１０,050-5283-2008,34.7034713,135.5028589,https://www.hotpepper.jp/strJ001146624/
ザ・プレミアム・モルツ,630,居酒屋,旬魚 旬菜 咲くら 梅田阪急グランドビル店,大阪府大阪市北区角田町8-47阪急グランドビル27F,06-6315-7780,34.7029862,135.4990478,https://www.hotpepper.jp/strJ000019438/
ザ・プレミアム・モルツ,500,居酒屋,猛虎しましま野球酒場　梅田店,大阪府大阪市北区兎我野町１０－６　平田第二レジャービル１F,050-5841-2870,34.7007663,135.5032088,https://www.hotpepper.jp/strJ001287288/
ザ・プレミアム・モルツ,638,イタリアン・フレンチ,チーズとお肉の美味しいお店　tetsubal　大阪梅田東通り店,大阪府大阪市北区堂山町6-3 B1F,050-5831-1720,34.7029445,135.5031629,https://www.hotpepper.jp/strJ001282646/
ザ・プレミアム・モルツ,561,和食,博多BARU　中村屋,大阪府大阪市北区堂山町５－３　堂山タウンビルB1F,050-5452-5632,34.702869,135.5023802,https://www.hotpepper.jp/strJ000806143/
ザ・プレミアム・モルツ,350,居酒屋,焼鳥屋　鳥貴族　お初天神店,大阪府大阪市北区曽根崎２‐５‐２０‐Ｂ１,050-5449-8351,34.699471,135.5010082,https://www.hotpepper.jp/strJ000449836/
ザ・プレミアム・モルツ,650,ダイニングバー・バル,memphis,大阪府大阪市北区西天満２丁目9-3大治ロイヤービル1F,06-6363-3738,34.6964246,135.502417,https://www.hotpepper.jp/strJ000760501/
ザ・プレミアム・モルツ,660,居酒屋・ダイニングバー・バル,炭火バル　あじと,大阪府大阪市北区堂山町9-28スプラウトビル1F,050-5499-4796,34.7031198,135.5039453,https://www.hotpepper.jp/strJ001160905/
ザ・プレミアム・モルツ,350,居酒屋,焼鳥屋　鳥貴族　阪急東通り２号店,大阪府大阪市北区堂山町５‐９扇会館３Ｆ,050-5449-9367,34.7030114,135.5020856,https://www.hotpepper.jp/strJ000985510/
ザ・プレミアム・モルツ,880,ダイニングバー・バル,WHISKY BOTTLE BAR（ボトルバー）,大阪府大阪市北区大深町3-1グランフロント大阪　ナレッジキャピタル2F,06-6359-2177,34.7059399,135.4944627,https://www.hotpepper.jp/strJ001126951/
ザ・プレミアム・モルツ,680,イタリアン・フレンチ,GRILL＆BAR DINING　燦　大丸梅田店,大阪府大阪市北区梅田3-1-1大丸梅田店14F,050-3159-8121,34.701789,135.4965763,https://www.hotpepper.jp/strJ000979845/
ザ・プレミアム・モルツ,450,和食・居酒屋,炭火焼dining おかげ家 梅田店,大阪府大阪市北区鶴野町2-5,050-5572-3869,34.7069887,135.5009717,https://www.hotpepper.jp/strJ001099805/
ザ・プレミアム・モルツ (中),528,居酒屋,博多串焼きと鉄鍋餃子 よかちゃん 茶屋町店,大阪府大阪市北区茶屋町14-8,050-5887-6932,34.7074784,135.4986735,https://www.hotpepper.jp/strJ001054158/
ザ・プレミアム・モルツ (小),430,焼肉・ホルモン,焼肉　白雲台　グランフロント大阪店,大阪府大阪市北区大深町4-20　グランフロント大阪　南館　7階,050-5572-1691,34.7053491,135.4945979,https://www.hotpepper.jp/strJ001099343/
ザ・プレミアム・モルツ <香る>エール グラス,506,ダイニングバー・バル,PRONTO　プロント　東梅田店,大阪府大阪市北区曽根崎２-12-4  コフレ梅田　B2F、B1F,06-6131-0703,34.7008739,135.4999683,https://www.hotpepper.jp/strJ000981013/
ザ・プレミアム・モルツ <香る>エール ジョッキ,616,ダイニングバー・バル,PRONTO　プロント　東梅田店,大阪府大阪市北区曽根崎２-12-4  コフレ梅田　B2F、B1F,06-6131-0703,34.7008739,135.4999683,https://www.hotpepper.jp/strJ000981013/
ザ・プレミアム・モルツ <香る>エール パイント,836,ダイニングバー・バル,PRONTO　プロント　東梅田店,大阪府大阪市北区曽根崎２-12-4  コフレ梅田　B2F、B1F,06-6131-0703,34.7008739,135.4999683,https://www.hotpepper.jp/strJ000981013/
ザ・プレミアム・モルツ ジョッキ,506,居酒屋・焼肉・ホルモン,個室居酒屋×食べ放題 牛タン マサムネ お初天神店,大阪府大阪市北区曽根崎２-11-23,050-5845-7146,34.7004738,135.5003839,https://www.hotpepper.jp/strJ000954893/
ザ・プレミアム・モルツ ピッチャー,1870,居酒屋・焼肉・ホルモン,個室居酒屋×食べ放題 牛タン マサムネ お初天神店,大阪府大阪市北区曽根崎２-11-23,050-5845-7146,34.7004738,135.5003839,https://www.hotpepper.jp/strJ000954893/
ザ・プレミアム・モルツ マスターズ ドリーム,720,ダイニングバー・バル,Whisky Dining WWW.W　(フォーダブリュー),大阪府大阪市北区大深町3-1グランフロント大阪　ナレッジキャピタル2F,050-3199-1465,34.7059399,135.4944627,https://www.hotpepper.jp/strJ001126949/
ザ・プレミアム・モルツ マスターズドリーム,770,居酒屋・ダイニングバー・バル,炭火バル　あじと,大阪府大阪市北区堂山町9-28スプラウトビル1F,050-5499-4796,34.7031198,135.5039453,https://www.hotpepper.jp/strJ001160905/
ザ・プレミアム・モルツ マスターズドリーム,600,居酒屋,貝と手打ちそば　貝ばか一代,大阪府大阪市北区曽根崎新地１-3-23 FOODEAR 4F,050-5845-7168,34.6977162,135.4961491,https://www.hotpepper.jp/strJ001293818/
ザ・プレミアム・モルツ マスターズドリーム,480,居酒屋,ひほはの ちりとり,大阪府大阪市北区曽根崎新地１－６－２７ ジェイ・プライド北新地3rdビル3F,06-6341-7088,34.6547701,135.4990293,https://www.hotpepper.jp/strJ001287413/
ザ・プレミアム・モルツ マスターズドリーム (生中),700,韓国料理,焼肉　韓流食彩　瑞英　北新地店,大阪府大阪市北区堂島浜１丁目３－２２　堂島タウンビル１Ｆ,050-5366-2810,34.6957355,135.4975197,https://www.hotpepper.jp/strJ001222932/
ザ・プレミアム・モルツ マスターズドリーム(生),825,焼肉・ホルモン,にんぐ別邸,大阪府大阪市北区西天満２-7-24 ST西天満1A,050-5834-5717,34.6959952,135.502012,https://www.hotpepper.jp/strJ001284750/
ザ・プレミアム・モルツ マスターズドリーム生,650,洋食,鉄板料理　堂島,大阪府大阪市北区堂島２－１－１８　堂島NSビル,050-5265-9074,34.6960024,135.4940219,https://www.hotpepper.jp/strJ001034305/
ザ・プレミアム・モルツ 中,682,イタリアン・フレンチ,壁の穴　梅田HEPナビオ店,大阪府大阪市北区角田町７－１０　ＨＥＰナビオ７Ｆ　ナビオダイニング,050-5257-4930,34.7032182,135.5000051,https://www.hotpepper.jp/strJ000012718/
ザ・プレミアム・モルツ 中瓶,800,居酒屋,旬魚 旬菜 咲くら 梅田阪急グランドビル店,大阪府大阪市北区角田町8-47阪急グランドビル27F,06-6315-7780,34.7029862,135.4990478,https://www.hotpepper.jp/strJ000019438/
ザ・プレミアム・モルツ 中瓶,561,和食,博多BARU　中村屋,大阪府大阪市北区堂山町５－３　堂山タウンビルB1F,050-5452-5632,34.702869,135.5023802,https://www.hotpepper.jp/strJ000806143/
ザ・プレミアム・モルツ 中瓶,680,居酒屋,串揚げ 咲くら 大阪マルビル店,大阪府大阪市北区梅田1-9-20大阪マルビルB2F,050-5280-2828,34.6997768,135.4969056,https://www.hotpepper.jp/strJ000767053/
ザ・プレミアム・モルツ 小,561,イタリアン・フレンチ,壁の穴　梅田HEPナビオ店,大阪府大阪市北区角田町７－１０　ＨＥＰナビオ７Ｆ　ナビオダイニング,050-5257-4930,34.7032182,135.5000051,https://www.hotpepper.jp/strJ000012718/
ザ・プレミアム・モルツ 樽生,605,居酒屋,個室和席　真菜や　梅田茶屋町,大阪府大阪市北区茶屋町2-16　e‐ｓｑｕａｒｅ ｃｈａｙａｍａｃｈｉ４Ｆ,050-5828-8768,34.7058328,135.499195,https://www.hotpepper.jp/strJ000716209/
ザ・プレミアム・モルツ 瓶ビール,580,創作料理,オーガニックレストラン　Loops！,大阪府大阪市北区西天満３-12-37　シャトー西天満1F,06-6311-0102,34.6958967,135.5073885,https://www.hotpepper.jp/strJ000979967/
ザ・プレミアム・モルツ 生,495,和食,和膳和酒　油屋,大阪府大阪市北区中津３－５－５,06-6371-2123,34.7103547,135.4937926,https://www.hotpepper.jp/strJ001131542/
ザ・プレミアム・モルツ 生,590,居酒屋,串揚げ 咲くら 大阪マルビル店,大阪府大阪市北区梅田1-9-20大阪マルビルB2F,050-5280-2828,34.6997768,135.4969056,https://www.hotpepper.jp/strJ000767053/
ザ・プレミアム・モルツ 生ビール,480,創作料理,オーガニックレストラン　Loops！,大阪府大阪市北区西天満３-12-37　シャトー西天満1F,06-6311-0102,34.6958967,135.5073885,https://www.hotpepper.jp/strJ000979967/
ザ・プレミアム・モルツ 生ビール,715,和食,しゃぶ壱,大阪府大阪市北区曽根崎新地１‐１‐１６　クリスタルコートビル１Ｆ,050-5366-4372,34.6968157,135.4994528,https://www.hotpepper.jp/strJ000661184/
ザ・プレミアム・モルツ 神泡の香るエール《中生》,328,居酒屋・和食,旨唐揚げと居酒メシ　ミライザカ　梅田お初天神通り店,大阪府大阪市北区曽根崎２－１５－２０　SWINGうめだ　２階,050-5259-3004,34.7017667,135.500852,https://www.hotpepper.jp/strJ001246245/
ザ・プレミアム・モルツ 香るエール,528,居酒屋・イタリアン・フレンチ,フレンチ酒場GOLD 大阪梅田店,大阪府大阪市北区堂山町４－１６,050-5852-0213,34.7026713,135.5025735,https://www.hotpepper.jp/strJ001294863/
ザ・プレミアム・モルツ(中瓶),616,居酒屋,鶴すし　梅田お初天神店,大阪府大阪市北区曽根崎２-10-14,050-5831-0747,34.7009597,135.5007968,https://www.hotpepper.jp/strJ001281847/
ザ・プレミアム・モルツ(中瓶),638,和食,大和肉鶏　炭火焼き鳥　鳥々々　梅田お初天神店,大阪府大阪市北区曽根崎２－１１－２１,050-5265-8529,34.7005461,135.5003971,https://www.hotpepper.jp/strJ000765330/
ザ・プレミアム・モルツ(小瓶),1100,焼肉・ホルモン,北新地 名門,大阪府大阪市北区曽根崎新地１-4-25 新地MDビル 2F・3F,050-5831-5780,34.6978827,135.4965992,https://www.hotpepper.jp/strJ001224931/
ザ・プレミアム・モルツ(小瓶),748,和食,焼き鳥 炭焼地鶏 近江 梅田東通り店,大阪府大阪市北区堂山町5-19　ふるさとビル 1F・2F,050-5258-6144,34.7029052,135.5026288,https://www.hotpepper.jp/strJ001245853/
ザ・プレミアム・モルツ(小瓶),750,カフェ・スイーツ,パフェ＆ジェラート LARGO ルクアイーレ店,大阪府大阪市北区梅田３－１－３　ルクア イーレ 4F,050-5831-5619,34.7028866,135.4953236,https://www.hotpepper.jp/strJ001283976/
ザ・プレミアム・モルツ(瓶),770,和食,しゃぶしゃぶ　すき焼き　はるな　東梅田店,大阪府大阪市北区西天満６-9-21  タイガービル１階,06-6363-2905,34.6990267,135.5045437,https://www.hotpepper.jp/strJ001264321/
ザ・プレミアム・モルツ(生),580,ダイニングバー・バル,グリアンテ梅田,大阪府大阪市北区芝田１－３－１  ギャザ阪急２Ｆ,06-6147-8615,34.705548,135.4975565,https://www.hotpepper.jp/strJ001263017/
ザ・プレミアム・モルツ(生中),418,居酒屋,鶴すし　梅田お初天神店,大阪府大阪市北区曽根崎２-10-14,050-5831-0747,34.7009597,135.5007968,https://www.hotpepper.jp/strJ001281847/
ザ・プレミアム・モルツ(生小),330,居酒屋,鶴すし　梅田お初天神店,大阪府大阪市北区曽根崎２-10-14,050-5831-0747,34.7009597,135.5007968,https://www.hotpepper.jp/strJ001281847/
ザ・プレミアム・モルツ/ 【ビアカクテル】シャンディガフ/レッドアイ,650,カラオケ・パーティ,ダーツカフェデルタ 梅田店 (DartsCafeDELTA 梅田店),大阪府大阪市北区堂山町7-7 角庄ビル5F,050-5572-9127,34.7032445,135.5020696,https://www.hotpepper.jp/strJ001251019/
ザ・プレミアム・モルツ/ 【ビアカクテル】シャンディガフ/レッドアイ,650,カラオケ・パーティ・バー・カクテル,ダーツカフェデルタ お初天神店(Darts Cafe DELTA お初天神店),大阪府大阪市北区曽根崎２-8-7 コーストスタジョーネビル2F,050-5815-1081,34.6997226,135.5011282,https://www.hotpepper.jp/strJ001268804/
ザ・プレミアム・モルツ<香る>エール(樽生),550,ダイニングバー・バル,魚deバール　ウオチカ。,大阪府大阪市北区角田町梅田地下街2-8　Whityうめだノースモール2,050-5452-5236,34.7026191,135.4997952,https://www.hotpepper.jp/strJ001006254/
ザ・プレミアム・モルツ〈香る〉エール,900,洋食,神戸牛 鉄板焼 リオ 大阪マルビル店,大阪府大阪市北区梅田1-9-20大阪マルビル7F,050-5816-6434,34.6998287,135.4970207,https://www.hotpepper.jp/strJ000505828/
ザ・プレミアム・モルツ中瓶,550,居酒屋,かっぽうぎ　ドーチカ店,大阪府大阪市北区曽根崎新地１堂島地下街,06-6348-1000,34.6962688,135.4942612,https://www.hotpepper.jp/strJ001224907/
